hero1,hero2,Friendship
FAIRMONT-HANNAH,BRADLEY-HANK,57
FAIRMONT-HANNAH,HAWK,72
FAIRMONT-HANNAH,THOR/DR. DONALD BLAK,65
FAIRMONT-HANNAH,COLLINS-DEMITRIUS,4
FAIRMONT-HANNAH,KINCAID-DR. JANE FO,63
FAIRMONT-HANNAH,HELA [ASGARDIAN],61
FAIRMONT-HANNAH,SCARLET WITCH/WANDA ,88
FAIRMONT-HANNAH,DESTROYER III,67
FAIRMONT-HANNAH,IRON MAN/TONY STARK ,17
IRON MAN/TONY STARK ,VOLLA,6
IRON MAN/TONY STARK ,CASE-COL. PRESTON,50
IRON MAN/TONY STARK ,PERRIKUS,22
IRON MAN/TONY STARK ,BRADLEY-HANK,61
IRON MAN/TONY STARK ,HAWK,26
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,9
IRON MAN/TONY STARK ,COLLINS-DEMITRIUS,30
IRON MAN/TONY STARK ,KINCAID-DR. JANE FO,37
IRON MAN/TONY STARK ,HELA [ASGARDIAN],3
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,40
IRON MAN/TONY STARK ,DESTROYER III,100
DESTROYER III,VOLLA,79
DESTROYER III,CASE-COL. PRESTON,25
DESTROYER III,PERRIKUS,29
DESTROYER III,BRADLEY-HANK,75
DESTROYER III,HAWK,35
DESTROYER III,THOR/DR. DONALD BLAK,23
DESTROYER III,COLLINS-DEMITRIUS,71
DESTROYER III,KINCAID-DR. JANE FO,82
DESTROYER III,HELA [ASGARDIAN],34
DESTROYER III,SCARLET WITCH/WANDA ,90
SCARLET WITCH/WANDA ,VOLLA,29
SCARLET WITCH/WANDA ,CASE-COL. PRESTON,50
SCARLET WITCH/WANDA ,PERRIKUS,14
SCARLET WITCH/WANDA ,BRADLEY-HANK,9
SCARLET WITCH/WANDA ,HAWK,18
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK,74
SCARLET WITCH/WANDA ,COLLINS-DEMITRIUS,99
SCARLET WITCH/WANDA ,KINCAID-DR. JANE FO,96
SCARLET WITCH/WANDA ,HELA [ASGARDIAN],80
HELA [ASGARDIAN],VOLLA,82
HELA [ASGARDIAN],CASE-COL. PRESTON,64
HELA [ASGARDIAN],PERRIKUS,19
HELA [ASGARDIAN],BRADLEY-HANK,64
HELA [ASGARDIAN],HAWK,11
HELA [ASGARDIAN],THOR/DR. DONALD BLAK,62
HELA [ASGARDIAN],COLLINS-DEMITRIUS,23
HELA [ASGARDIAN],KINCAID-DR. JANE FO,91
KINCAID-DR. JANE FO,VOLLA,4
KINCAID-DR. JANE FO,CASE-COL. PRESTON,75
KINCAID-DR. JANE FO,PERRIKUS,97
KINCAID-DR. JANE FO,BRADLEY-HANK,59
KINCAID-DR. JANE FO,HAWK,44
KINCAID-DR. JANE FO,THOR/DR. DONALD BLAK,82
KINCAID-DR. JANE FO,COLLINS-DEMITRIUS,25
COLLINS-DEMITRIUS,VOLLA,32
COLLINS-DEMITRIUS,CASE-COL. PRESTON,36
COLLINS-DEMITRIUS,PERRIKUS,5
COLLINS-DEMITRIUS,BRADLEY-HANK,48
COLLINS-DEMITRIUS,HAWK,95
COLLINS-DEMITRIUS,THOR/DR. DONALD BLAK,78
THOR/DR. DONALD BLAK,VOLLA,96
THOR/DR. DONALD BLAK,CASE-COL. PRESTON,7
THOR/DR. DONALD BLAK,PERRIKUS,87
THOR/DR. DONALD BLAK,BRADLEY-HANK,20
THOR/DR. DONALD BLAK,HAWK,30
HAWK,VOLLA,6
HAWK,CASE-COL. PRESTON,71
HAWK,PERRIKUS,6
HAWK,BRADLEY-HANK,20
BRADLEY-HANK,VOLLA,92
BRADLEY-HANK,CASE-COL. PRESTON,97
BRADLEY-HANK,PERRIKUS,93
PERRIKUS,VOLLA,75
PERRIKUS,CASE-COL. PRESTON,12
CASE-COL. PRESTON,VOLLA,17
FURY-COL. NICHOLAS ,IRON MAN IV/JAMES R.,9
FURY-COL. NICHOLAS ,IRON MAN/TONY STARK ,53
FURY-COL. NICHOLAS ,AQUARIUS II/,15
FURY-COL. NICHOLAS ,ERWIN-MORLEY,86
FURY-COL. NICHOLAS ,ERWIN-CLYTEMNESTRA,62
ERWIN-CLYTEMNESTRA,IRON MAN IV/JAMES R.,13
ERWIN-CLYTEMNESTRA,IRON MAN/TONY STARK ,46
ERWIN-CLYTEMNESTRA,AQUARIUS II/,84
ERWIN-CLYTEMNESTRA,ERWIN-MORLEY,21
ERWIN-MORLEY,IRON MAN IV/JAMES R.,75
ERWIN-MORLEY,IRON MAN/TONY STARK ,8
ERWIN-MORLEY,AQUARIUS II/,3
AQUARIUS II/,IRON MAN IV/JAMES R.,19
AQUARIUS II/,IRON MAN/TONY STARK ,60
IRON MAN/TONY STARK ,IRON MAN IV/JAMES R.,66
LEO/DANIEL RADFORD,ERWIN-CLYTEMNESTRA,36
LEO/DANIEL RADFORD,IRON MAN IV/JAMES R.,85
LEO/DANIEL RADFORD,VIRGO/ELAINE MCLAUGH,5
LEO/DANIEL RADFORD,AQUARIUS II/,31
LEO/DANIEL RADFORD,ARIES II/GROVER RAYM,6
LEO/DANIEL RADFORD,ERWIN-MORLEY,95
LEO/DANIEL RADFORD,SCORPIO II,16
LEO/DANIEL RADFORD,TAURUS/CORNELIUS VAN,71
LEO/DANIEL RADFORD,PISCES/NOAH PERRICON,2
LEO/DANIEL RADFORD,GEMINI/JOSHUA LINK,39
LEO/DANIEL RADFORD,IRON MAN/TONY STARK ,44
LEO/DANIEL RADFORD,CANCER/JACK KLEVENO,75
LEO/DANIEL RADFORD,SAGITTARIUS/HARLAN V,72
LEO/DANIEL RADFORD,LIBRA/GUSTAV BRANDT,49
LEO/DANIEL RADFORD,CAPRICORN/WILLARD WE,30
CAPRICORN/WILLARD WE,ERWIN-CLYTEMNESTRA,72
CAPRICORN/WILLARD WE,IRON MAN IV/JAMES R.,64
CAPRICORN/WILLARD WE,VIRGO/ELAINE MCLAUGH,12
CAPRICORN/WILLARD WE,AQUARIUS II/,33
CAPRICORN/WILLARD WE,ARIES II/GROVER RAYM,51
CAPRICORN/WILLARD WE,ERWIN-MORLEY,14
CAPRICORN/WILLARD WE,SCORPIO II,47
CAPRICORN/WILLARD WE,TAURUS/CORNELIUS VAN,87
CAPRICORN/WILLARD WE,PISCES/NOAH PERRICON,40
CAPRICORN/WILLARD WE,GEMINI/JOSHUA LINK,89
CAPRICORN/WILLARD WE,IRON MAN/TONY STARK ,23
CAPRICORN/WILLARD WE,CANCER/JACK KLEVENO,8
CAPRICORN/WILLARD WE,SAGITTARIUS/HARLAN V,31
CAPRICORN/WILLARD WE,LIBRA/GUSTAV BRANDT,42
LIBRA/GUSTAV BRANDT,ERWIN-CLYTEMNESTRA,58
LIBRA/GUSTAV BRANDT,IRON MAN IV/JAMES R.,42
LIBRA/GUSTAV BRANDT,VIRGO/ELAINE MCLAUGH,78
LIBRA/GUSTAV BRANDT,AQUARIUS II/,41
LIBRA/GUSTAV BRANDT,ARIES II/GROVER RAYM,8
LIBRA/GUSTAV BRANDT,ERWIN-MORLEY,94
LIBRA/GUSTAV BRANDT,SCORPIO II,2
LIBRA/GUSTAV BRANDT,TAURUS/CORNELIUS VAN,86
LIBRA/GUSTAV BRANDT,PISCES/NOAH PERRICON,98
LIBRA/GUSTAV BRANDT,GEMINI/JOSHUA LINK,55
LIBRA/GUSTAV BRANDT,IRON MAN/TONY STARK ,17
LIBRA/GUSTAV BRANDT,CANCER/JACK KLEVENO,27
LIBRA/GUSTAV BRANDT,SAGITTARIUS/HARLAN V,19
SAGITTARIUS/HARLAN V,ERWIN-CLYTEMNESTRA,24
SAGITTARIUS/HARLAN V,IRON MAN IV/JAMES R.,60
SAGITTARIUS/HARLAN V,VIRGO/ELAINE MCLAUGH,83
SAGITTARIUS/HARLAN V,AQUARIUS II/,78
SAGITTARIUS/HARLAN V,ARIES II/GROVER RAYM,95
SAGITTARIUS/HARLAN V,ERWIN-MORLEY,53
SAGITTARIUS/HARLAN V,SCORPIO II,53
SAGITTARIUS/HARLAN V,TAURUS/CORNELIUS VAN,66
SAGITTARIUS/HARLAN V,PISCES/NOAH PERRICON,37
SAGITTARIUS/HARLAN V,GEMINI/JOSHUA LINK,43
SAGITTARIUS/HARLAN V,IRON MAN/TONY STARK ,86
SAGITTARIUS/HARLAN V,CANCER/JACK KLEVENO,47
CANCER/JACK KLEVENO,ERWIN-CLYTEMNESTRA,24
CANCER/JACK KLEVENO,IRON MAN IV/JAMES R.,57
CANCER/JACK KLEVENO,VIRGO/ELAINE MCLAUGH,8
CANCER/JACK KLEVENO,AQUARIUS II/,12
CANCER/JACK KLEVENO,ARIES II/GROVER RAYM,94
CANCER/JACK KLEVENO,ERWIN-MORLEY,93
CANCER/JACK KLEVENO,SCORPIO II,50
CANCER/JACK KLEVENO,TAURUS/CORNELIUS VAN,32
CANCER/JACK KLEVENO,PISCES/NOAH PERRICON,77
CANCER/JACK KLEVENO,GEMINI/JOSHUA LINK,36
CANCER/JACK KLEVENO,IRON MAN/TONY STARK ,100
IRON MAN/TONY STARK ,ERWIN-CLYTEMNESTRA,24
IRON MAN/TONY STARK ,IRON MAN IV/JAMES R.,41
IRON MAN/TONY STARK ,VIRGO/ELAINE MCLAUGH,85
IRON MAN/TONY STARK ,AQUARIUS II/,9
IRON MAN/TONY STARK ,ARIES II/GROVER RAYM,17
IRON MAN/TONY STARK ,ERWIN-MORLEY,92
IRON MAN/TONY STARK ,SCORPIO II,29
IRON MAN/TONY STARK ,TAURUS/CORNELIUS VAN,99
IRON MAN/TONY STARK ,PISCES/NOAH PERRICON,37
IRON MAN/TONY STARK ,GEMINI/JOSHUA LINK,73
GEMINI/JOSHUA LINK,ERWIN-CLYTEMNESTRA,65
GEMINI/JOSHUA LINK,IRON MAN IV/JAMES R.,30
GEMINI/JOSHUA LINK,VIRGO/ELAINE MCLAUGH,19
GEMINI/JOSHUA LINK,AQUARIUS II/,69
GEMINI/JOSHUA LINK,ARIES II/GROVER RAYM,51
GEMINI/JOSHUA LINK,ERWIN-MORLEY,77
GEMINI/JOSHUA LINK,SCORPIO II,13
GEMINI/JOSHUA LINK,TAURUS/CORNELIUS VAN,7
GEMINI/JOSHUA LINK,PISCES/NOAH PERRICON,93
PISCES/NOAH PERRICON,ERWIN-CLYTEMNESTRA,39
PISCES/NOAH PERRICON,IRON MAN IV/JAMES R.,39
PISCES/NOAH PERRICON,VIRGO/ELAINE MCLAUGH,45
PISCES/NOAH PERRICON,AQUARIUS II/,35
PISCES/NOAH PERRICON,ARIES II/GROVER RAYM,43
PISCES/NOAH PERRICON,ERWIN-MORLEY,71
PISCES/NOAH PERRICON,SCORPIO II,56
PISCES/NOAH PERRICON,TAURUS/CORNELIUS VAN,70
TAURUS/CORNELIUS VAN,ERWIN-CLYTEMNESTRA,25
TAURUS/CORNELIUS VAN,IRON MAN IV/JAMES R.,8
TAURUS/CORNELIUS VAN,VIRGO/ELAINE MCLAUGH,35
TAURUS/CORNELIUS VAN,AQUARIUS II/,30
TAURUS/CORNELIUS VAN,ARIES II/GROVER RAYM,5
TAURUS/CORNELIUS VAN,ERWIN-MORLEY,26
TAURUS/CORNELIUS VAN,SCORPIO II,58
SCORPIO II,ERWIN-CLYTEMNESTRA,8
SCORPIO II,IRON MAN IV/JAMES R.,79
SCORPIO II,VIRGO/ELAINE MCLAUGH,62
SCORPIO II,AQUARIUS II/,62
SCORPIO II,ARIES II/GROVER RAYM,54
SCORPIO II,ERWIN-MORLEY,29
ERWIN-MORLEY,ERWIN-CLYTEMNESTRA,83
ERWIN-MORLEY,IRON MAN IV/JAMES R.,9
ERWIN-MORLEY,VIRGO/ELAINE MCLAUGH,63
ERWIN-MORLEY,AQUARIUS II/,33
ERWIN-MORLEY,ARIES II/GROVER RAYM,87
ARIES II/GROVER RAYM,ERWIN-CLYTEMNESTRA,67
ARIES II/GROVER RAYM,IRON MAN IV/JAMES R.,4
ARIES II/GROVER RAYM,VIRGO/ELAINE MCLAUGH,56
ARIES II/GROVER RAYM,AQUARIUS II/,47
AQUARIUS II/,ERWIN-CLYTEMNESTRA,4
AQUARIUS II/,IRON MAN IV/JAMES R.,46
AQUARIUS II/,VIRGO/ELAINE MCLAUGH,89
VIRGO/ELAINE MCLAUGH,ERWIN-CLYTEMNESTRA,56
VIRGO/ELAINE MCLAUGH,IRON MAN IV/JAMES R.,5
IRON MAN IV/JAMES R.,ERWIN-CLYTEMNESTRA,84
ERWIN-MORLEY,VIBRO/DR. FRANCIS VI,100
ERWIN-MORLEY,IRON MAN/TONY STARK ,67
ERWIN-MORLEY,ERWIN-CLYTEMNESTRA,79
ERWIN-MORLEY,IRON MAN IV/JAMES R.,72
ERWIN-MORLEY,BROTHERS GRIMM II/BA,66
BROTHERS GRIMM II/BA,VIBRO/DR. FRANCIS VI,20
BROTHERS GRIMM II/BA,IRON MAN/TONY STARK ,25
BROTHERS GRIMM II/BA,ERWIN-CLYTEMNESTRA,100
BROTHERS GRIMM II/BA,IRON MAN IV/JAMES R.,49
IRON MAN IV/JAMES R.,VIBRO/DR. FRANCIS VI,8
IRON MAN IV/JAMES R.,IRON MAN/TONY STARK ,12
IRON MAN IV/JAMES R.,ERWIN-CLYTEMNESTRA,27
ERWIN-CLYTEMNESTRA,VIBRO/DR. FRANCIS VI,96
ERWIN-CLYTEMNESTRA,IRON MAN/TONY STARK ,36
IRON MAN/TONY STARK ,VIBRO/DR. FRANCIS VI,25
IRON MAN/TONY STARK ,ERWIN-CLYTEMNESTRA,20
IRON MAN/TONY STARK ,MORLEY,33
IRON MAN/TONY STARK ,ERWIN-MORLEY,27
IRON MAN/TONY STARK ,VIBRO/DR. FRANCIS VI,34
IRON MAN/TONY STARK ,IRON MAN IV/JAMES R.,49
IRON MAN IV/JAMES R.,ERWIN-CLYTEMNESTRA,57
IRON MAN IV/JAMES R.,MORLEY,57
IRON MAN IV/JAMES R.,ERWIN-MORLEY,20
IRON MAN IV/JAMES R.,VIBRO/DR. FRANCIS VI,13
VIBRO/DR. FRANCIS VI,ERWIN-CLYTEMNESTRA,34
VIBRO/DR. FRANCIS VI,MORLEY,7
VIBRO/DR. FRANCIS VI,ERWIN-MORLEY,37
ERWIN-MORLEY,ERWIN-CLYTEMNESTRA,67
ERWIN-MORLEY,MORLEY,16
MORLEY,ERWIN-CLYTEMNESTRA,77
IRON MAN IV/JAMES R.,ERWIN-MORLEY,43
IRON MAN IV/JAMES R.,IRON MAN/TONY STARK ,14
IRON MAN IV/JAMES R.,ERWIN-CLYTEMNESTRA,49
IRON MAN IV/JAMES R.,STANE-OBADIAH,51
STANE-OBADIAH,ERWIN-MORLEY,100
STANE-OBADIAH,IRON MAN/TONY STARK ,29
STANE-OBADIAH,ERWIN-CLYTEMNESTRA,16
ERWIN-CLYTEMNESTRA,ERWIN-MORLEY,59
ERWIN-CLYTEMNESTRA,IRON MAN/TONY STARK ,4
IRON MAN/TONY STARK ,ERWIN-MORLEY,74
IRON MAN IV/JAMES R.,BROTHERS GRIMM II/BA,37
IRON MAN IV/JAMES R.,ERWIN-MORLEY,57
IRON MAN IV/JAMES R.,ERWIN-CLYTEMNESTRA,65
IRON MAN IV/JAMES R.,IRON MAN/TONY STARK ,15
IRON MAN/TONY STARK ,BROTHERS GRIMM II/BA,46
IRON MAN/TONY STARK ,ERWIN-MORLEY,50
IRON MAN/TONY STARK ,ERWIN-CLYTEMNESTRA,48
ERWIN-CLYTEMNESTRA,BROTHERS GRIMM II/BA,82
ERWIN-CLYTEMNESTRA,ERWIN-MORLEY,4
ERWIN-MORLEY,BROTHERS GRIMM II/BA,30
MASTER MOLD II,MASTER MOLD III,24
MASTER MOLD II,GILBERTI-ROSE,37
MASTER MOLD II,CREED-GRAYDON,65
MASTER MOLD II,BRIDGE-GEORGE WASHI,70
MASTER MOLD II,SUMMERS-NATHAN CHRI,97
MASTER MOLD II,KRAGG-GEN.,96
MASTER MOLD II,BRICKMAN-SEN. MILES,11
BRICKMAN-SEN. MILES,MASTER MOLD III,89
BRICKMAN-SEN. MILES,GILBERTI-ROSE,13
BRICKMAN-SEN. MILES,CREED-GRAYDON,44
BRICKMAN-SEN. MILES,BRIDGE-GEORGE WASHI,68
BRICKMAN-SEN. MILES,SUMMERS-NATHAN CHRI,47
BRICKMAN-SEN. MILES,KRAGG-GEN.,72
KRAGG-GEN.,MASTER MOLD III,91
KRAGG-GEN.,GILBERTI-ROSE,7
KRAGG-GEN.,CREED-GRAYDON,75
KRAGG-GEN.,BRIDGE-GEORGE WASHI,20
KRAGG-GEN.,SUMMERS-NATHAN CHRI,96
SUMMERS-NATHAN CHRI,MASTER MOLD III,24
SUMMERS-NATHAN CHRI,GILBERTI-ROSE,3
SUMMERS-NATHAN CHRI,CREED-GRAYDON,19
SUMMERS-NATHAN CHRI,BRIDGE-GEORGE WASHI,26
BRIDGE-GEORGE WASHI,MASTER MOLD III,29
BRIDGE-GEORGE WASHI,GILBERTI-ROSE,86
BRIDGE-GEORGE WASHI,CREED-GRAYDON,42
CREED-GRAYDON,MASTER MOLD III,81
CREED-GRAYDON,GILBERTI-ROSE,21
GILBERTI-ROSE,MASTER MOLD III,40
CAGE-LUKE/CARL LUCA,IRON MAN/TONY STARK ,90
IRON MAN/TONY STARK ,MAJESTON ZELIA,89
IRON MAN/TONY STARK ,KINCAID-DR. JANE FO,11
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR,72
IRON MAN/TONY STARK ,ADVA,61
IRON MAN/TONY STARK ,DIAMOND-CHUCKY,83
IRON MAN/TONY STARK ,THING/BENJAMIN J. GR,87
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,75
IRON MAN/TONY STARK ,KINCAID-DR. KEITH,63
IRON MAN/TONY STARK ,PERRIKUS,59
IRON MAN/TONY STARK ,FAIRMONT-HANNAH,96
IRON MAN/TONY STARK ,COLLINS-DEMITRIUS,82
COLLINS-DEMITRIUS,MAJESTON ZELIA,24
COLLINS-DEMITRIUS,KINCAID-DR. JANE FO,13
COLLINS-DEMITRIUS,SPIDER-MAN/PETER PAR,91
COLLINS-DEMITRIUS,ADVA,13
COLLINS-DEMITRIUS,DIAMOND-CHUCKY,83
COLLINS-DEMITRIUS,THING/BENJAMIN J. GR,18
COLLINS-DEMITRIUS,THOR/DR. DONALD BLAK,47
COLLINS-DEMITRIUS,KINCAID-DR. KEITH,38
COLLINS-DEMITRIUS,PERRIKUS,39
COLLINS-DEMITRIUS,FAIRMONT-HANNAH,89
FAIRMONT-HANNAH,MAJESTON ZELIA,31
FAIRMONT-HANNAH,KINCAID-DR. JANE FO,60
FAIRMONT-HANNAH,SPIDER-MAN/PETER PAR,71
FAIRMONT-HANNAH,ADVA,69
FAIRMONT-HANNAH,DIAMOND-CHUCKY,2
FAIRMONT-HANNAH,THING/BENJAMIN J. GR,79
FAIRMONT-HANNAH,THOR/DR. DONALD BLAK,25
FAIRMONT-HANNAH,KINCAID-DR. KEITH,6
FAIRMONT-HANNAH,PERRIKUS,63
PERRIKUS,MAJESTON ZELIA,31
PERRIKUS,KINCAID-DR. JANE FO,31
PERRIKUS,SPIDER-MAN/PETER PAR,72
PERRIKUS,ADVA,17
PERRIKUS,DIAMOND-CHUCKY,12
PERRIKUS,THING/BENJAMIN J. GR,78
PERRIKUS,THOR/DR. DONALD BLAK,28
PERRIKUS,KINCAID-DR. KEITH,28
KINCAID-DR. KEITH,MAJESTON ZELIA,85
KINCAID-DR. KEITH,KINCAID-DR. JANE FO,52
KINCAID-DR. KEITH,SPIDER-MAN/PETER PAR,97
KINCAID-DR. KEITH,ADVA,85
KINCAID-DR. KEITH,DIAMOND-CHUCKY,36
KINCAID-DR. KEITH,THING/BENJAMIN J. GR,45
KINCAID-DR. KEITH,THOR/DR. DONALD BLAK,15
THOR/DR. DONALD BLAK,MAJESTON ZELIA,90
THOR/DR. DONALD BLAK,KINCAID-DR. JANE FO,94
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR,78
THOR/DR. DONALD BLAK,ADVA,37
THOR/DR. DONALD BLAK,DIAMOND-CHUCKY,35
THOR/DR. DONALD BLAK,THING/BENJAMIN J. GR,53
THING/BENJAMIN J. GR,MAJESTON ZELIA,15
THING/BENJAMIN J. GR,KINCAID-DR. JANE FO,45
THING/BENJAMIN J. GR,SPIDER-MAN/PETER PAR,84
THING/BENJAMIN J. GR,ADVA,44
THING/BENJAMIN J. GR,DIAMOND-CHUCKY,2
DIAMOND-CHUCKY,MAJESTON ZELIA,60
DIAMOND-CHUCKY,KINCAID-DR. JANE FO,45
DIAMOND-CHUCKY,SPIDER-MAN/PETER PAR,73
DIAMOND-CHUCKY,ADVA,66
ADVA,MAJESTON ZELIA,8
ADVA,KINCAID-DR. JANE FO,32
ADVA,SPIDER-MAN/PETER PAR,11
SPIDER-MAN/PETER PAR,MAJESTON ZELIA,12
SPIDER-MAN/PETER PAR,KINCAID-DR. JANE FO,70
KINCAID-DR. JANE FO,MAJESTON ZELIA,29
CAPTAIN AMERICA,FERRARI-CONNIE,68
CAPTAIN AMERICA,CHAKARA-KANU,31
CAPTAIN AMERICA,CHAKARA-MADAN,75
CAPTAIN AMERICA,MOSLEY-WARDEN,86
MOSLEY-WARDEN,FERRARI-CONNIE,62
MOSLEY-WARDEN,CHAKARA-KANU,69
MOSLEY-WARDEN,CHAKARA-MADAN,16
CHAKARA-MADAN,FERRARI-CONNIE,64
CHAKARA-MADAN,CHAKARA-KANU,47
CHAKARA-KANU,FERRARI-CONNIE,67
MOON KNIGHT/MARC SPE,LANDERS-GENA,70
MOON KNIGHT/MARC SPE,FRENCHIE/JEAN-PAUL D,5
FRENCHIE/JEAN-PAUL D,LANDERS-GENA,73
KLAW/ULYSSES KLAW,CAPTAIN AMERICA,28
KLAW/ULYSSES KLAW,IRON MAN/TONY STARK ,67
IRON MAN/TONY STARK ,CAPTAIN AMERICA,87
LYJA LAZERFIST [SKRU,INVISIBLE WOMAN/SUE ,45
LYJA LAZERFIST [SKRU,HUMAN TORCH/JOHNNY S,53
LYJA LAZERFIST [SKRU,DEVLOR,3
LYJA LAZERFIST [SKRU,VIBRAXAS/N'KANO,72
LYJA LAZERFIST [SKRU,RICHARDS-NATHANIEL,70
LYJA LAZERFIST [SKRU,THING/BENJAMIN J. GR,13
LYJA LAZERFIST [SKRU,PSI-LORD/FRANKLIN BE,43
LYJA LAZERFIST [SKRU,ANT-MAN II/SCOTT HAR,74
LYJA LAZERFIST [SKRU,UATU,52
LYJA LAZERFIST [SKRU,KRISTOFF/KRISTOFF VE,35
LYJA LAZERFIST [SKRU,HUNTARA/MARY ELIZABE,34
HUNTARA/MARY ELIZABE,INVISIBLE WOMAN/SUE ,2
HUNTARA/MARY ELIZABE,HUMAN TORCH/JOHNNY S,37
HUNTARA/MARY ELIZABE,DEVLOR,5
HUNTARA/MARY ELIZABE,VIBRAXAS/N'KANO,68
HUNTARA/MARY ELIZABE,RICHARDS-NATHANIEL,69
HUNTARA/MARY ELIZABE,THING/BENJAMIN J. GR,26
HUNTARA/MARY ELIZABE,PSI-LORD/FRANKLIN BE,100
HUNTARA/MARY ELIZABE,ANT-MAN II/SCOTT HAR,77
HUNTARA/MARY ELIZABE,UATU,8
HUNTARA/MARY ELIZABE,KRISTOFF/KRISTOFF VE,31
KRISTOFF/KRISTOFF VE,INVISIBLE WOMAN/SUE ,18
KRISTOFF/KRISTOFF VE,HUMAN TORCH/JOHNNY S,85
KRISTOFF/KRISTOFF VE,DEVLOR,37
KRISTOFF/KRISTOFF VE,VIBRAXAS/N'KANO,73
KRISTOFF/KRISTOFF VE,RICHARDS-NATHANIEL,53
KRISTOFF/KRISTOFF VE,THING/BENJAMIN J. GR,80
KRISTOFF/KRISTOFF VE,PSI-LORD/FRANKLIN BE,22
KRISTOFF/KRISTOFF VE,ANT-MAN II/SCOTT HAR,11
KRISTOFF/KRISTOFF VE,UATU,58
UATU,INVISIBLE WOMAN/SUE ,52
UATU,HUMAN TORCH/JOHNNY S,56
UATU,DEVLOR,70
UATU,VIBRAXAS/N'KANO,13
UATU,RICHARDS-NATHANIEL,15
UATU,THING/BENJAMIN J. GR,91
UATU,PSI-LORD/FRANKLIN BE,78
UATU,ANT-MAN II/SCOTT HAR,98
ANT-MAN II/SCOTT HAR,INVISIBLE WOMAN/SUE ,6
ANT-MAN II/SCOTT HAR,HUMAN TORCH/JOHNNY S,70
ANT-MAN II/SCOTT HAR,DEVLOR,78
ANT-MAN II/SCOTT HAR,VIBRAXAS/N'KANO,81
ANT-MAN II/SCOTT HAR,RICHARDS-NATHANIEL,73
ANT-MAN II/SCOTT HAR,THING/BENJAMIN J. GR,77
ANT-MAN II/SCOTT HAR,PSI-LORD/FRANKLIN BE,60
PSI-LORD/FRANKLIN BE,INVISIBLE WOMAN/SUE ,13
PSI-LORD/FRANKLIN BE,HUMAN TORCH/JOHNNY S,66
PSI-LORD/FRANKLIN BE,DEVLOR,72
PSI-LORD/FRANKLIN BE,VIBRAXAS/N'KANO,71
PSI-LORD/FRANKLIN BE,RICHARDS-NATHANIEL,13
PSI-LORD/FRANKLIN BE,THING/BENJAMIN J. GR,66
THING/BENJAMIN J. GR,INVISIBLE WOMAN/SUE ,59
THING/BENJAMIN J. GR,HUMAN TORCH/JOHNNY S,9
THING/BENJAMIN J. GR,DEVLOR,52
THING/BENJAMIN J. GR,VIBRAXAS/N'KANO,10
THING/BENJAMIN J. GR,RICHARDS-NATHANIEL,80
RICHARDS-NATHANIEL,INVISIBLE WOMAN/SUE ,67
RICHARDS-NATHANIEL,HUMAN TORCH/JOHNNY S,14
RICHARDS-NATHANIEL,DEVLOR,57
RICHARDS-NATHANIEL,VIBRAXAS/N'KANO,1
VIBRAXAS/N'KANO,INVISIBLE WOMAN/SUE ,92
VIBRAXAS/N'KANO,HUMAN TORCH/JOHNNY S,52
VIBRAXAS/N'KANO,DEVLOR,46
DEVLOR,INVISIBLE WOMAN/SUE ,38
DEVLOR,HUMAN TORCH/JOHNNY S,56
HUMAN TORCH/JOHNNY S,INVISIBLE WOMAN/SUE ,52
SPIDER-MAN/PETER PAR,WHITE TIGER/HECTOR A,76
GRANT-GLORIA GLORY,SPIDER-MAN/PETER PAR,28
GRANT-GLORIA GLORY,THOMPSON-EUGENE FLA,82
GRANT-GLORIA GLORY,MORBIUS/DR. MICHAEL ,13
GRANT-GLORIA GLORY,SHA SHAN,71
SHA SHAN,SPIDER-MAN/PETER PAR,47
SHA SHAN,THOMPSON-EUGENE FLA,41
SHA SHAN,MORBIUS/DR. MICHAEL ,31
MORBIUS/DR. MICHAEL ,SPIDER-MAN/PETER PAR,98
MORBIUS/DR. MICHAEL ,THOMPSON-EUGENE FLA,38
THOMPSON-EUGENE FLA,SPIDER-MAN/PETER PAR,85
GRANT-GLORIA GLORY,SPIDER-MAN/PETER PAR,86
GRANT-GLORIA GLORY,THOMPSON-EUGENE FLA,73
GRANT-GLORIA GLORY,TARANTULA/ANTON MIGU,5
GRANT-GLORIA GLORY,WATSON-PARKER-MARY ,44
GRANT-GLORIA GLORY,LIGHTMASTER/EDWARD L,91
LIGHTMASTER/EDWARD L,SPIDER-MAN/PETER PAR,94
LIGHTMASTER/EDWARD L,THOMPSON-EUGENE FLA,29
LIGHTMASTER/EDWARD L,TARANTULA/ANTON MIGU,72
LIGHTMASTER/EDWARD L,WATSON-PARKER-MARY ,51
WATSON-PARKER-MARY ,SPIDER-MAN/PETER PAR,30
WATSON-PARKER-MARY ,THOMPSON-EUGENE FLA,17
WATSON-PARKER-MARY ,TARANTULA/ANTON MIGU,48
TARANTULA/ANTON MIGU,SPIDER-MAN/PETER PAR,19
TARANTULA/ANTON MIGU,THOMPSON-EUGENE FLA,76
